"rp","effect","Site","country","in_lab","Ntotal","B_or_W","design","or_stat_test","effect_type","effect_size","ntreatment","ncontrol","outcomes1_2","outcome_t1","outcome_c1","outcome_t2","outcome_c2","ml2_ncp_variance"
"ML1","Gender math attitude","vcu","USA",1,101,"Between","control vs. treatment","Independent samples t-test","d",0.74,77,24,"mean _ SD",0.468606067368148,0.066430064933634,0.51275,0.56549,NA
"ML1","Gender math attitude","wisc","USA",1,91,"Between","control vs. treatment","Independent samples t-test","d",0.77,75,16,"mean _ SD",0.6156,0.243965628029107,0.41236,0.55066,NA
"ML1","Gender math attitude","wku","USA",1,95,"Between","control vs. treatment","Independent samples t-test","d",0.33,69,26,"mean _ SD",0.4146,0.2286,0.53702,0.58358,NA
"ML1","Gender math attitude","wl","USA",1,90,"Between","control vs. treatment","Independent samples t-test","d",0.09,76,14,"mean _ SD",0.5777,0.5344,0.45305,0.49916,NA
"ML1","Gender math attitude","wpi","USA",1,84,"Between","control vs. treatment","Independent samples t-test","d",0.53,42,42,"mean _ SD",0.4346,0.1782,0.5335,0.43516,NA
"ML1","IAT correlation math","abington","USA",1,75,"Within","Implicit with explicit attitude","Correlation","r",0.191,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","brasilia","BRA",1,111,"Within","Implicit with explicit attitude","Correlation","r",0.443,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","charles","CZE",1,79,"Within","Implicit with explicit attitude","Correlation","r",0.282,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","conncoll","USA",1,84,"Within","Implicit with explicit attitude","Correlation","r",0.497,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","csun","USA",0,85,"Within","Implicit with explicit attitude","Correlation","r",0.185,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","help","MYS",1,93,"Within","Implicit with explicit attitude","Correlation","r",0.341,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","ithaca","USA",1,83,"Within","Implicit with explicit attitude","Correlation","r",0.39,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","jmu","USA",0,159,"Within","Implicit with explicit attitude","Correlation","r",0.498,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","ku","TUR",0,101,"Within","Implicit with explicit attitude","Correlation","r",0.289,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","laurier","CAN",1,99,"Within","Implicit with explicit attitude","Correlation","r",0.388,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","lse","GBR",1,259,"Within","Implicit with explicit attitude","Correlation","r",0.363,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","luc","USA",1,131,"Within","Implicit with explicit attitude","Correlation","r",0.448,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","mcdaniel","USA",0,87,"Within","Implicit with explicit attitude","Correlation","r",0.418,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","msvu","CAN",1,58,"Within","Implicit with explicit attitude","Correlation","r",0.464,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","mturk","USA",0,871,"Within","Implicit with explicit attitude","Correlation","r",0.325,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","osu","USA",1,87,"Within","Implicit with explicit attitude","Correlation","r",0.252,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","oxy","USA",1,110,"Within","Implicit with explicit attitude","Correlation","r",0.385,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","pi","USA",0,1179,"Within","Implicit with explicit attitude","Correlation","r",0.35,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","psu","USA",1,86,"Within","Implicit with explicit attitude","Correlation","r",0.395,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","qccuny","USA",1,93,"Within","Implicit with explicit attitude","Correlation","r",0.43,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","sdsu","USA",1,149,"Within","Implicit with explicit attitude","Correlation","r",0.346,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","swps","POL",1,73,"Within","Implicit with explicit attitude","Correlation","r",0.3,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","swpson","POL",0,162,"Within","Implicit with explicit attitude","Correlation","r",0.416,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","tamu","USA",1,175,"Within","Implicit with explicit attitude","Correlation","r",0.293,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","tamuc","USA",1,82,"Within","Implicit with explicit attitude","Correlation","r",0.315,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","tamuon","USA",0,197,"Within","Implicit with explicit attitude","Correlation","r",0.456,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","tilburg","NLD",1,76,"Within","Implicit with explicit attitude","Correlation","r",0.336,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","ufl","USA",1,123,"Within","Implicit with explicit attitude","Correlation","r",0.599,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","unipd","ITA",0,129,"Within","Implicit with explicit attitude","Correlation","r",0.48,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","uva","USA",1,78,"Within","Implicit with explicit attitude","Correlation","r",0.542,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","vcu","USA",1,96,"Within","Implicit with explicit attitude","Correlation","r",0.426,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","wisc","USA",1,87,"Within","Implicit with explicit attitude","Correlation","r",0.547,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","wku","USA",1,89,"Within","Implicit with explicit attitude","Correlation","r",0.372,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","wl","USA",1,89,"Within","Implicit with explicit attitude","Correlation","r",0.306,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML1","IAT correlation math","wpi","USA",1,80,"Within","Implicit with explicit attitude","Correlation","r",0.323,NA,NA,"NA _ NA",NA,NA,NA,NA,NA
"ML2","Structure & Goal Pursuit","aus","ARE",1,91,"Between","control vs. treatment","t-test","r",-0.0023,40,51,"mean _ SD",5.5625,5.56862745098039,1.36518627344949,1.31293832111407,0.01111
"ML2","Structure & Goal Pursuit","badaniaon","POL",0,37,"Between","control vs. treatment","t-test","r",-0.08155,19,18,"mean _ SD",5.52631578947368,5.83333333333333,2.2976746833298,1.43710427599135,0.02741
"ML2","Structure & Goal Pursuit","bc","USA",1,75,"Between","control vs. treatment","t-test","r",-0.00331,38,37,"mean _ SD",5.31578947368421,5.32432432432433,1.29835877633115,1.3119602232879,0.01351
"ML2","Structure & Goal Pursuit","bilgi","TUR",0,154,"Between","control vs. treatment","t-test","r",-0.04523,72,82,"mean _ SD",4.95138888888889,5.08536585365854,1.42821652352943,1.535193347522,0.00651
"ML2","Structure & Goal Pursuit","brasilia","BRA",1,103,"Between","control vs. treatment","t-test","r",-0.13201,49,54,"mean _ SD",5.29591836734694,5.71296296296296,1.67702630159179,1.48530790579734,0.00947
"ML2","Structure & Goal Pursuit","cas","CHN",1,69,"Between","control vs. treatment","t-test","r",0.00879,33,36,"mean _ SD",5.42424242424242,5.40277777777778,1.27261696389254,1.20609013256456,0.0147
"ML2","Structure & Goal Pursuit","doshisha","JPN",1,114,"Between","control vs. treatment","t-test","r",-0.07261,54,60,"mean _ SD",4.7037037037037,4.91666666666667,1.6076881955712,1.34176244757134,0.00876
"ML2","Structure & Goal Pursuit","elte","HUN",1,93,"Between","control vs. treatment","t-test","r",-0.04455,54,39,"mean _ SD",5.65740740740741,5.75641025641026,1.23127649143905,0.907003594749764,0.01083
"ML2","Structure & Goal Pursuit","grazvienna","HUN",1,122,"Between","control vs. treatment","t-test","r",-0.01285,67,55,"mean _ SD",5.32089552238806,5.35454545454545,1.39467769588302,1.20855853113275,0.00826
"ML2","Structure & Goal Pursuit","hawaiion","USA",0,102,"Between","control vs. treatment","t-test","r",-0.04181,46,56,"mean _ SD",5.11956521739131,5.25,1.76887571470165,1.37904475723382,0.00987
"ML2","Structure & Goal Pursuit","hkust","HKG",1,105,"Between","control vs. treatment","t-test","r",0.06187,57,48,"mean _ SD",4.93859649122807,4.75,1.46928225637835,1.59967481433753,0.00954
"ML2","Structure & Goal Pursuit","hunancomp","CHN",0,147,"Between","control vs. treatment","t-test","r",-0.09837,77,70,"mean _ SD",4.87012987012987,5.21428571428571,1.92469549602174,1.53655074039396,0.00672
"ML2","Structure & Goal Pursuit","ithaca","USA",1,78,"Between","control vs. treatment","t-test","r",0.03598,40,38,"mean _ SD",5.7125,5.63157894736842,1.11590882673277,1.16109032702053,0.01295
"ML2","Structure & Goal Pursuit","johannesburg","ZAF",0,52,"Between","control vs. treatment","t-test","r",-0.02676,26,26,"mean _ SD",5.96153846153846,6.01923076923077,1.0091885544642,1.18158524991507,0.01958
"ML2","Structure & Goal Pursuit","koc","TUR",0,86,"Between","control vs. treatment","t-test","r",-0.09064,42,44,"mean _ SD",4.52380952380952,4.78409090909091,1.55844172594353,1.33096817180025,0.01157
"ML2","Structure & Goal Pursuit","lausanne","CHE",0,113,"Between","control vs. treatment","t-test","r",0.06216,59,54,"mean _ SD",5.55932203389831,5.39814814814815,1.35224137656441,1.24949533704186,0.00886
"ML2","Structure & Goal Pursuit","marian","USA",1,79,"Between","control vs. treatment","t-test","r",-0.09876,50,29,"mean _ SD",5.71,5.98275862068966,1.3406236838988,1.34391171049027,0.01257
"ML2","Structure & Goal Pursuit","mturk","USA",0,330,"Between","control vs. treatment","t-test","r",-0.01107,180,150,"mean _ SD",5.65277777777778,5.68333333333333,1.41710912814313,1.32941871446895,0.00304
"ML2","Structure & Goal Pursuit","mturk_india","IND",0,350,"Between","control vs. treatment","t-test","r",-0.05988,155,195,"mean _ SD",5.88387096774194,6.04102564102564,1.38630233281647,1.23692810714134,0.00284
"ML2","Structure & Goal Pursuit","navarra","ESP",0,53,"Between","control vs. treatment","t-test","r",0.19905,25,28,"mean _ SD",5.58,5.07142857142857,1.23089952326079,1.31145822271343,0.01774
"ML2","Structure & Goal Pursuit","ntnu","TWN",1,84,"Between","control vs. treatment","t-test","r",0.09247,52,32,"mean _ SD",5.125,4.859375,1.32388889958327,1.53103093784038,0.01184
"ML2","Structure & Goal Pursuit","occid","USA",1,67,"Between","control vs. treatment","t-test","r",-0.17189,32,35,"mean _ SD",5.390625,5.81428571428571,1.29667866375705,1.16850717429672,0.01427
"ML2","Structure & Goal Pursuit","plu","USA",1,95,"Between","control vs. treatment","t-test","r",0.04271,51,44,"mean _ SD",5.6078431372549,5.48863636363636,1.41109704638292,1.3983521930529,0.0106
"ML2","Structure & Goal Pursuit","poitiers","FRA",1,44,"Between","control vs. treatment","t-test","r",0.07864,21,23,"mean _ SD",5.73809523809524,5.52173913043478,1.18199507024463,1.57579167913244,0.02297
"ML2","Structure & Goal Pursuit","potsdam","DEU",0,90,"Between","control vs. treatment","t-test","r",-0.10073,46,44,"mean _ SD",5.36956521739131,5.60227272727273,1.28081525203359,1.02283275599334,0.01101
"ML2","Structure & Goal Pursuit","pscio","URY",1,85,"Between","control vs. treatment","t-test","r",-0.13675,42,43,"mean _ SD",5.67857142857143,6,1.34445352411229,0.988974423561984,0.01146
"ML2","Structure & Goal Pursuit","psuabington","USA",1,91,"Between","control vs. treatment","t-test","r",0.0684,40,51,"mean _ SD",5.5875,5.38235294117647,1.48752820501394,1.51264140752171,0.01101
"ML2","Structure & Goal Pursuit","psumain","USA",1,80,"Between","control vs. treatment","t-test","r",-0.06364,40,40,"mean _ SD",5.2375,5.4125,1.35979180407014,1.41891464264444,0.01256
"ML2","Structure & Goal Pursuit","purkyne","CZE",1,141,"Between","control vs. treatment","t-test","r",0.12931,68,73,"mean _ SD",5.29411764705882,4.93150684931507,1.30888648770485,1.47859583782841,0.00691
"ML2","Structure & Goal Pursuit","sandiegosu","USA",1,172,"Between","control vs. treatment","t-test","r",0.05887,84,88,"mean _ SD",5.75595238095238,5.61931818181818,1.1863576976544,1.14400641753977,0.00581
"ML2","Structure & Goal Pursuit","santiagoon","CHL",0,60,"Between","control vs. treatment","t-test","r",-0.18276,28,32,"mean _ SD",5.64285714285714,6.0625,1.24039633427251,1.05587744383857,0.01584
"ML2","Structure & Goal Pursuit","swps","POL",1,95,"Between","control vs. treatment","t-test","r",-0.00623,41,54,"mean _ SD",5.85365853658537,5.87037037037037,1.37181680747913,1.31861987962905,0.01064
"ML2","Structure & Goal Pursuit","tamu","USA",1,99,"Between","control vs. treatment","t-test","r",-0.10122,46,53,"mean _ SD",5.53260869565217,5.78301886792453,1.28475011785622,1.20025184375744,0.01
"ML2","Structure & Goal Pursuit","toronto","CAN",1,350,"Between","control vs. treatment","t-test","r",0.0607,190,160,"mean _ SD",5.2,5.028125,1.35262779277413,1.47964794175323,0.00284
"ML2","Structure & Goal Pursuit","tufts","USA",1,87,"Between","control vs. treatment","t-test","r",-0.02953,39,48,"mean _ SD",5.24358974358974,5.33333333333333,1.75954124580429,1.3125955170561,0.01161
"ML2","Structure & Goal Pursuit","ubc","CAN",1,82,"Between","control vs. treatment","t-test","r",-0.1265,43,39,"mean _ SD",5.1046511627907,5.46153846153846,1.56296037675337,1.23095677156843,0.01195
"ML2","Structure & Goal Pursuit","ucron","CRI",0,101,"Between","control vs. treatment","t-test","r",-0.05011,51,50,"mean _ SD",6.06862745098039,6.18,1.23032233130903,0.997046848821697,0.00995
"ML2","Structure & Goal Pursuit","udd","CHL",1,94,"Between","control vs. treatment","t-test","r",0.05508,49,45,"mean _ SD",6.10204081632653,5.96666666666667,1.09404850599757,1.38035641102732,0.01069
"ML2","Structure & Goal Pursuit","ufl","USA",1,116,"Between","control vs. treatment","t-test","r",-0.05463,48,68,"mean _ SD",5.55208333333333,5.68382352941176,1.15565698627408,1.22388596437619,0.00864
"ML2","Structure & Goal Pursuit","uiuc","USA",1,202,"Between","control vs. treatment","t-test","r",-0.00976,96,106,"mean _ SD",5.1875,5.21698113207547,1.54248364684761,1.49278052943671,0.00497
"ML2","Structure & Goal Pursuit","umich","USA",1,88,"Between","control vs. treatment","t-test","r",0.03305,48,40,"mean _ SD",5.20833333333333,5.1125,1.46009107437649,1.45934246200121,0.01147
"ML2","Structure & Goal Pursuit","unam","MEX",0,144,"Between","control vs. treatment","t-test","r",-0.01942,73,71,"mean _ SD",6.16438356164384,6.19718309859155,0.853675085670453,0.846660812816113,0.00699
"ML2","Structure & Goal Pursuit","unibelgrade","SRB",1,81,"Between","control vs. treatment","t-test","r",-0.12549,42,39,"mean _ SD",6.10714285714286,6.35897435897436,0.949476931635172,1.06619576799549,0.01211
"ML2","Structure & Goal Pursuit","uva","USA",1,85,"Between","control vs. treatment","t-test","r",0.01849,41,44,"mean _ SD",5.45121951219512,5.39772727272727,1.38820341548047,1.52912872422855,0.0119
"ML2","Structure & Goal Pursuit","vuw","NZL",0,102,"Between","control vs. treatment","t-test","r",-0.0027,46,56,"mean _ SD",5.10869565217391,5.11607142857143,1.43941186979674,1.31545581049602,0.0099
"ML2","Structure & Goal Pursuit","washlee","USA",1,97,"Between","control vs. treatment","t-test","r",0.05401,57,40,"mean _ SD",5.44736842105263,5.3125,1.291905283234,1.16227964531444,0.01036
"ML2","Structure & Goal Pursuit","wilfredlaur","CAN",1,91,"Between","control vs. treatment","t-test","r",-0.09541,46,45,"mean _ SD",5.44565217391304,5.65555555555556,1.12564952584052,1.08794850822135,0.01091
"ML2","Structure & Goal Pursuit","williampat","USA",1,124,"Between","control vs. treatment","t-test","r",0.04341,62,62,"mean _ SD",5.87903225806452,5.76612903225806,1.18068549270087,1.42721536997048,0.0081
"ML2","Structure & Goal Pursuit","winchester","GBR",1,139,"Between","control vs. treatment","t-test","r",0.15015,72,67,"mean _ SD",5.75694444444445,5.36567164179105,1.00655267096839,1.51762012020582,0.00692
"ML2","Structure & Goal Pursuit","wpi","USA",1,85,"Between","control vs. treatment","t-test","r",-0.03916,30,55,"mean _ SD",5.51666666666667,5.60909090909091,1.21918846023626,1.09614162584897,0.01187
"ML2","Structure & Goal Pursuit","wroclaw","POL",1,97,"Between","control vs. treatment","t-test","r",0.04628,39,58,"mean _ SD",6.19230769230769,6.0948275862069,1.030147308793,1.05053229500074,0.01037
"ML2","Structure & Goal Pursuit","zhejiang","CHN",NA,85,"Between","control vs. treatment","t-test","r",0.10504,43,42,"mean _ SD",5.30232558139535,4.97619047619048,1.63338614091966,1.48583026775007,0.01164
"ML2","Priming Consumerism","aus","ARE",1,92,"Between","control vs. treatment","t-test","r",0.12038,42,50,"mean _ SD",3.45238095238095,3.82,1.45170011269178,1.58680785972136,0.01067
"ML2","Priming Consumerism","badaniaon","POL",0,38,"Between","control vs. treatment","t-test","r",0.07578,15,23,"mean _ SD",3.73333333333333,3.91304347826087,1.22279928657082,1.16435871847831,0.02672
"ML2","Priming Consumerism","bc","USA",1,76,"Between","control vs. treatment","t-test","r",0.12054,35,41,"mean _ SD",3.37142857142857,3.73170731707317,1.45694511757659,1.53336868110547,0.01295
"ML2","Priming Consumerism","bilgi","TUR",0,150,"Between","control vs. treatment","t-test","r",0.12919,75,75,"mean _ SD",3.6,3.97333333333333,1.48869614636977,1.39471331291604,0.00649
"ML2","Priming Consumerism","brasilia","BRA",1,102,"Between","control vs. treatment","t-test","r",-0.13805,55,47,"mean _ SD",3.63636363636364,3.23404255319149,1.48278562127274,1.41748040332205,0.00953
