Study number,Study code,Study reference,Experiment number,Study short name,Retrieved from,Document Type,On money priming?,Empirical?,Random Assignment,Neutral Comparison?,Eligible?,Why not?,Able to compute effect size?,Included?,Notes,dep,prime,prime (extra notes).,year ,jrnl,published,replication,Preregistered,Prime Type (coder 1),Prime Type (coder 2),Prime Type (coder agreement),Prime Type (final code),Setting (coder 1),Setting (coder 2),Setting (code agreement),Setting (final code),Behavioral vs non-behavioral (coder 1),Behavioral vs non-behavioral (coder 2),Behavioral vs non-behavioral (code agreement),Behavioral vs. Non-behavioral,Problems?,Multiple DV?,Interaction?,Notes ,2nd factor,Simple main effect,Interaction Identification (1=Largest predicted effect),Notes,Contact Author?,Information to seek,Aggregated across DVs?,d,var of d,g,var of g,Notes.,Notes:    1st DV,Effect size (D) (Reported),significance,n1,n2,N,m1 ,m2,sd1,sd2,Direction of Effect,"d from M,SD,n",Variance of  d,"g from M,SD,n",Variance of g,log odds ratio,percent1,percent2,Odds ratio,A,B,C,D,variance of log odds ratio,Type of test statistics,Value of test statistics,converted d,variance of d,converted g,variance of g,Notes: 2nd effect size,Effect size (D) (Reported) ,Significance,n1-,n2-,N-,m1-,m2-,sd1-,sd2-,Direction of Effect,"d from M,SD,n",Variance of  d,"g from M,SD,n",Variance of g,log odds ratio,variance of log odds ratio,Type of test statistics,Value of test statistics,converted d,variance of d,converted g,variance of g,Notes: 3rd effect size,Effect size (D) (Reported) ,Significance,n1-,n2-,N-,m1-,m2-,sd1-,sd2-,Direction of Effect,"d from M,SD,n",Variance of  d,"g from M,SD,n",Variance of g,Notes,Effect size (D) (Reported) ,Significance,n1-,n2-,N-,m1-,m2-,sd1-,sd2-,Direction of Effect,"d from M,SD,n",Variance of  d,"g from M,SD,n",Variance of g
154,154,"Seneca, P. J. (2010). Measuring and manipulating materialism in the context of consumers’ advertising responses. Dissertation Abstracts International: Section B: The Sciences and Engineering. ProQuest Information & Learning, US. Retrieved from http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2010-99160-442&site=ehost-live",,,,Dissertation,,,,,,,,,,,,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
155,155,"Shantz, A. (2009). An exploratory field experiment of the effect of non-conscious and conscious goals on employee performance. Dissertation Abstracts International Section A: Humanities and Social Sciences. ProQuest Information & Learning, US. Retrieved from http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2009-99110-479&site=ehost-live",,,,Dissertation,,,,,,,,,,,,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
156,156,"Shantz, A., & Latham, G. (2011). The effect of primed goals on employee performance: Implications for human resource management. Human Resource Management, 50(2), 289–299. doi:10.1002/hrm.20418",,,PsycINFO,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
157,157,"Shantz, A., & Latham, G. P. (2009). An exploratory field experiment of the effect of subconscious and conscious goals on employee performance. Organizational Behavior and Human Decision Processes, 109(1), 9–17. doi:10.1016/j.obhdp.2009.01.001",,,PsycINFO,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
158,158,"Shapiro, H. J., & Wahba, M. A. (1974). Frederick W. Taylor: 62 years later. Personnel Journal, 53(8), 574–578. Retrieved from http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1975-12704-001&site=ehost-live",,,PsycINFO,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
159,159,"Shariff, A. F., & Norenzayan, A. (2007). God is watching you: Priming God concepts increases prosocial behavior in an anonymous economic game. Psychological Science, 18(9), 803–809. doi:10.1111/j.1467-9280.2007.01983.x",,,PsycINFO,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
160,160,"Sharpe, K. (2014). School daze. The Lancet Psychiatry, 1(2), 118. doi:10.1016/S2215-0366(14)70293-7",,,PsycINFO,Journal,0,,,,0,This is a book review. ,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
161,161,"Shead, N. W. (2010). Affect-regulation expectancies among gamblers. Dissertation Abstracts International: Section B: The Sciences and Engineering. ProQuest Information & Learning, US. Retrieved from http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2010-99060-402&site=ehost-live",,,,Dissertation,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
162,162,"Sheldon, K. M., Nichols, C. P., & Kasser, T. (2011). Americans recommend smaller ecological footprints when reminded of intrinsic American values of self-expression, family, and generosity. Ecopsychology, 3(2), 97–104. doi:10.1089/eco.2010.0078",,,PsycINFO,Journal,0,1,1,?,0,"This study examined the effects of American values on eco-footprints. One of the 5 priming conditions is the 'extrinsic American values' condition, which involve capitalism ideals. However, I decide to exclude this study as it is more about materialism than money specifically. ",,,,,,,,,,,,,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
163,163,"Shen, Y. J., & Chun, M. M. (2011). Increases in rewards promote flexible behavior. Attention, Perception, & Psychophysics, 73(3), 938–952. doi:10.3758/s13414-010-0065-7",,,PsycINFO,Journal,0,,,,0,"Not about money priming. This is about monetary rewards, not money priming. ",,,,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
146,146e,"Rohrer, D., Pashler, H., & Harris, C. R. (2015). Do subtle reminders of money change people’s political views? Journal of Experimental Psychology: General, 144(4), e73–e85. doi:10.1037/xge0000058",4b - Non US,"Rohrer, D., Pashler, H., & Harris, C. R. (2015), Study 4b - Non US",PsycINFO,Journal,1,1,1,1,1,,1,1,,Fair Market Ideology,Pictures,,2015,Journal of Experimental Psychology: General,1,1,0,1,1,1,1,2,2,1,2,2,2,1,2,0,0,0,,,,,,,,0,0.056,0.02,0.056,0.017,,,0.06,0,117,111,228,0.84,0.79,0.83,0.96,1,0.055826348,0.017562852,0.055640878,0.017446349,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
165,165,"Signorielli, N. (1993). Television and adolescents’ perceptions about work. Youth & Society, 24(3), 314–341. doi:10.1177/0044118X93024003004",,,PsycINFO,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,1,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
166,166,"Simonsohn, U. (2006). Three essays on constructed preferences. Dissertation Abstracts International Section A: Humanities and Social Sciences. ProQuest Information & Learning, US. Retrieved from http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2006-99007-111&site=ehost-live",,,,Dissertation,,,,,,,,,,,,,,,,,,,,,1,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
167,167,"Sinha, J. (2016). Selective literature review and selective data analyses: Implications for the (re)analysis of public access research data. Basic and Applied Social Psychology, 38(1), 33–40. doi:10.1080/01973533.2015.1129336",,,PsycINFO,Journal,1,0,,,0,This is a commentary/response. About the reanalaysis of a past study. ,,,,,,,,,,,,,,,1,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
168,168,"Small, D. A., Loewenstein, G., & Slovic, P. (2007). Sympathy and callousness: The impact of deliberative thought on donations to identifiable and statistical victims. Organizational Behavior and Human Decision Processes, 102(2), 143–153. doi:10.1016/j.obhdp.2006.01.005",,,PsycINFO,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
169,169,"Soares, A. P., Guisande, M. A., & Almeida, L. S. (2007). Autonomía y ajuste académico: Un estudio con estudiantes Portugueses de primer año. = Autonomy of students entering college and their academic adjustment one year later. International Journal of Clinical and Health Psychology, 7(3), 753–765. Retrieved from http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2007-14302-010&site=ehost-live",,,PsycINFO,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
170,170,"Stimmel, B. (2013). Review of Money talks. The Psychoanalytic Quarterly, 82(1), 234–237. doi:10.1002/j.2167-4086.2013.00023.x",,,PsycINFO,Journal,,0,,,0,This is a book review. ,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
164,164,"Shi, Y., Xianglong, Z., Wang, C., Cheng, H., & Xiangping, L. (2013). Money-primed reactance does not help ensure autonomy. Social Behavior and Personality, 41(8), 1233–1244. doi:10.2224/sbp.2013.41.8.1233",1,"Shi, Y., Xianglong, Z., Wang, C., Cheng, H., & Xiangping, L. (2013), Study 1",PsycINFO,Journal,1,1,1,1,1,,1,1,,DV1: Reactance rate in Asch task. DV2: Conformity rate in Asch task. ,Sentence descrambling AND Posters,,2013,Social Behavior and Personality,1,0,0,5,5,1,5,1,1,1,1,1,1,1,1,0,1,0,Multiple DVs. ,,,,,1,"1) Correlation between DVs. 2) M, SD, n. ",,0.521,0.11,0.493,0.096,,Reactance Rate,0.97,1,,,23,,,,,1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,Conformity Rate,-0.12,0,,,,,,,,1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
171,171a,"Su, L., & Gao, L. (2014). Strategy compatibility: The time versus money effect on product evaluation strategies. Journal of Consumer Psychology, 24(4), 549–556. doi:10.1016/j.jcps.2014.04.006",2b-Resort,"Su, L., & Gao, L. (2014), Study 2b-Resort",PsycINFO,Journal,1,1,1,1,1,Study 1 and 2a does not have neutral comparison. Only study 2b has neutral control. ,1,1,,Choice of vacation location (indicative of holistic vs analytical mindset).,Writing Task,Reflect and write down three pre-purchase activities that involve spending money. ,2014,Journal of Consumer Research,1,0,0,4,4,1,4,1,1,1,1,2,2,1,2,0,0,0,DV not in SMD. It is in proportion. ,,,,,,,0,0.411241,0.05,0.409002,0.053521,,,,1,46.67,46.67,93.34,38.3% (17.875/46.67),56.52% (26.378 / 46.67),,,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.745908146,,,,,,,,0.178008692,,,0.411241,0.054108,0.409002,0.053521,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
172,172,"Tang, T. L.-P. (2014). Theory of monetary intelligence: Money attitudes—religious values, making money, making ethical decisions, and making the grade. Journal of Business Ethics. doi:10.1007/s10551-014-2411-5",,,PsycINFO,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
173,173,"Thomas, S., & Callahan, B. P. (1982). Allocating happiness: TV families and social class. Journal of Communication, 32(3), 184–190. doi:10.1111/j.1460-2466.1982.tb02510.x",,,PsycINFO,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
174,174,"Titone, D. A., & Salisbury, D. F. (2004). Contextual modulation of N400 amplitude to lexically ambiguous words. Brain and Cognition, 55(3), 470–478. doi:10.1016/j.bandc.2004.02.073",,,PsycINFO,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
171,171b,"Su, L., & Gao, L. (2014). Strategy compatibility: The time versus money effect on product evaluation strategies. Journal of Consumer Psychology, 24(4), 549–556. doi:10.1016/j.jcps.2014.04.006",2b-Vacation,"Su, L., & Gao, L. (2014), Study 2b-Vacation",PsycINFO,Journal,1,1,1,1,1,Study 1 and 2a does not have neutral comparison. Only study 2b has neutral control. ,1,1,,Choice of vacation location (indicative of holistic vs analytical mindset).,Writing Task,Reflect and write down three pre-purchase activities that involve spending money. ,2014,Journal of Consumer Research,1,0,0,4,4,1,4,1,1,1,1,2,2,1,2,0,0,0,DV not in SMD. It is in proportion. ,,,,,,,0,0.605887,0.06,0.602589,0.061759,,,,1,46.67,46.67,93.34,23.40% (10.921/46.67),47.83% (22.322 / 46.67),,,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.098957784,,,,,,,,0.205409505,,,0.605887,0.062437,0.602589,0.061759,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
175,175a,"Tong, L., Zheng, Y., & Zhao, P. (2013). Is money really the root of all evil? The impact of priming money on consumer choice. Marketing Letters, 24(2), 119–129. doi:10.1007/s11002-013-9224-7",1,"Tong, L., Zheng, Y., & Zhao, P. (2013), Study 1",PsycINFO,Journal,1,1,1,1,1,,1,1,,Relative preference for utlitarian (vs hedonic) objects,Sentence descrambling,,2013,Marketing Letters,1,0,0,2,2,1,2,1,1,1,1,2,2,1,2,0,0,0,DV in proportion.,,,,,,,0,0.711757,0.08,0.703878,0.076189,,,,1,37,33,70,70.3% (26/37),39.4% (13/33),,,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.290984181,,,,,,,,0.256293706,,,0.711757,0.077904,0.703878,0.076189,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
175,175c,"Tong, L., Zheng, Y., & Zhao, P. (2013). Is money really the root of all evil? The impact of priming money on consumer choice. Marketing Letters, 24(2), 119–129. doi:10.1007/s11002-013-9224-7",3,,PsycINFO,Journal,1,1,1,1,1,,0,0,Cannot compute effect size,DV1: Relative preference for utlitarian (vs hedonic) objects.DV2: Regulatory Focus,Sentence descrambling,,2013,Marketing Letters,1,0,,2,2,1,2,1,1,1,1,2,,,2,0,1,0,DV in proportion.,,,,,1,Correlations between two DVs,,,,,,No response,DV1: Relative preference for utlitarian (vs hedonic) objects,,1,39,38,77,76.9% (30/39),55.3% (21/38),,,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.992663711,,,,,,,,0.250887021,,,0.55,0.08,0.54,0.07,DV2: Regulatory Focus,,1,39,38,77,1.21,0.82,,,1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,t,2.9,0.66,0.05,0.65,0.05,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
175,175d,"Tong, L., Zheng, Y., & Zhao, P. (2013). Is money really the root of all evil? The impact of priming money on consumer choice. Marketing Letters, 24(2), 119–129. doi:10.1007/s11002-013-9224-7",4,,PsycINFO,Journal,1,1,1,1,1,,0,0,Cannot compute effect size,DV1: Relative preference for utlitarian (vs hedonic) objects.DV2: Regulatory Focus,Pictures,,2013,Marketing Letters,1,0,,1,1,1,1,1,1,1,1,2,,,2,0,1,0,DV in proportion.,,,,,1,Correlations between two DVs,,,,,,No response,DV1: Relative preference for utlitarian (vs hedonic) objects,,1,31,32,63,61.3% (19/31),34.4% (11/32),,,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.106159494,,,,,,,,0.274493051,,,0.61,0.08,0.6,0.08,DV2: Regulatory Focus,,1,31,32,63,6.21,5.21,,,1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,t,2.69,0.68,0.07,0.67,0.07,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
176,176,"Tooley, K. M. (2009). Syntactic priming in sentence comprehension: Mechanisms and time course. Dissertation Abstracts International: Section B: The Sciences and Engineering. ProQuest Information & Learning, US. Retrieved from http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2010-99100-476&site=ehost-live",,,,Dissertation,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
177,177,"Tucker, J. A., & Vuchinich, R. E. (2015). Efficient and final causes of alcohol consumption. Addiction, 110(9), 1429–1430. doi:10.1111/add.12983",,,PsycINFO,Journal,0,0,,,0,Not about money priming. Commentary.,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
178,178,"van Ijzendoorn, M. H., Bakermans-Kranenburg, M. J., Pannebakker, F., & Out, D. (2010). In defence of situational morality: Genetic, dispositional and situational determinants of children’s donating to charity. Journal of Moral Education, 39(1), 1–20. doi:10.1080/03057240903528535",,,PsycINFO,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
179,179,"Varnum, M. E. W., Shi, Z., Chen, A., Qiu, J., & Han, S. (2014). When “Your” reward is the same as “My” reward: Self-construal priming shifts neural responses to own vs. friends’ rewards. NeuroImage, 87, 164–169. doi:10.1016/j.neuroimage.2013.10.042",,,PsycINFO,Journal,0,,,,0,Not about money priming.,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
180,180,"Vohs, K. D. (2015). Money priming can change people’s thoughts, feelings, motivations, and behaviors: An update on 10 years of experiments. Journal of Experimental Psychology: General, 144(4), e86–e93. doi:10.1037/xge0000091",,,PsycINFO,Journal,1,0,,,0,This is a commentary/response. ,,,,,,,,,,,,,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
175,175b,"Tong, L., Zheng, Y., & Zhao, P. (2013). Is money really the root of all evil? The impact of priming money on consumer choice. Marketing Letters, 24(2), 119–129. doi:10.1007/s11002-013-9224-7",2,"Tong, L., Zheng, Y., & Zhao, P. (2013), Study 2",PsycINFO,Journal,1,1,1,1,1,,1,1,,Relative preference for utlitarian (vs hedonic) objects,Pictures,,2013,Marketing Letters,1,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,DV in proportion.,,,,,,,0,0.635506,0.1,0.62647,0.095546,,,,1,28,27,55,57.1% (16/28),29.6% (8/27),,,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.15267951,,,,,,,,0.323464912,,,0.635506,0.098322,0.62647,0.095546,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
